date,demand,unit_price,unit_cost,macro_multiplier,cycle_phase
2025-05-14,355.2,41.3,19.13,1.1084,expansion
2025-05-15,351.8,39.96,18.57,1.109,expansion
2025-05-16,280.6,40.4,18.65,1.1097,expansion
2025-05-17,321.2,40.41,18.22,1.1103,expansion
2025-05-18,318.7,40.15,18.79,1.111,expansion
2025-05-19,338.2,39.48,18.61,1.1116,expansion
2025-05-20,372.4,40.3,18.33,1.1123,expansion
2025-05-21,432.2,39.2,18.41,1.113,expansion
2025-05-22,443.2,39.59,19.05,1.1136,expansion
2025-05-23,313.0,39.67,18.8,1.1143,expansion
2025-05-24,329.5,39.49,18.76,1.1149,expansion
2025-05-25,316.8,39.5,17.98,1.1156,expansion
2025-05-26,301.9,38.17,17.84,1.1163,expansion
2025-05-27,301.5,37.84,17.68,1.1169,expansion
2025-05-28,405.4,39.02,18.3,1.1176,expansion
2025-05-29,421.2,39.0,17.7,1.1182,expansion
2025-05-30,333.7,39.47,17.69,1.1189,expansion
2025-05-31,367.8,38.57,18.31,1.1196,expansion
2025-06-01,297.3,38.56,17.35,1.1202,expansion
2025-06-02,342.0,37.83,18.01,1.1209,expansion
2025-06-03,381.9,38.76,17.44,1.1215,expansion
2025-06-04,401.2,39.26,17.79,1.1222,expansion
2025-06-05,469.9,38.31,18.42,1.1229,expansion
2025-06-06,415.2,38.74,17.78,1.1235,expansion
2025-06-07,360.3,39.11,17.56,1.1242,expansion
2025-06-08,348.0,39.13,17.54,1.1248,expansion
2025-06-09,437.9,39.02,17.5,1.1255,expansion
2025-06-10,432.2,39.1,17.39,1.1262,expansion
2025-06-11,373.5,36.91,17.02,1.1268,expansion
2025-06-12,375.8,37.72,17.25,1.1275,expansion
2025-06-13,547.1,38.92,17.92,1.1281,expansion
2025-06-14,444.0,37.95,17.88,1.1288,expansion
2025-06-15,394.7,39.37,17.7,1.1295,expansion
2025-06-16,482.8,38.68,17.51,1.1301,expansion
2025-06-17,480.9,38.26,17.72,1.1308,expansion
2025-06-18,479.9,39.6,17.63,1.1314,expansion
2025-06-19,494.0,38.94,17.76,1.1321,expansion
2025-06-20,482.6,38.89,18.07,1.1327,expansion
2025-06-21,502.7,39.89,18.01,1.1334,expansion
2025-06-22,525.6,39.52,17.57,1.1341,expansion
2025-06-23,435.3,39.15,17.45,1.1347,expansion
2025-06-24,390.5,39.34,17.14,1.1354,expansion
2025-06-25,534.0,39.2,17.58,1.136,expansion
2025-06-26,571.4,41.0,17.83,1.1367,expansion
2025-06-27,458.7,40.98,17.86,1.1374,expansion
2025-06-28,378.9,40.48,17.94,1.138,expansion
2025-06-29,392.5,40.25,18.13,1.1387,expansion
2025-06-30,485.5,40.99,18.36,1.1393,expansion
2025-07-01,339.1,40.78,17.65,1.14,expansion
2025-07-02,435.8,41.43,17.87,1.1407,expansion
2025-07-03,404.0,41.49,17.92,1.1413,expansion
2025-07-04,393.3,41.34,18.46,1.142,expansion
2025-07-05,375.0,41.3,18.85,1.1426,expansion
2025-07-06,362.1,41.89,18.41,1.1433,expansion
2025-07-07,306.7,41.71,18.52,1.144,expansion
2025-07-08,419.6,40.98,18.26,1.1446,expansion
2025-07-09,331.0,42.08,18.15,1.1453,expansion
2025-07-10,428.3,42.96,18.27,1.1459,expansion
2025-07-11,343.4,41.96,18.97,1.1466,expansion
2025-07-12,403.0,42.37,18.49,1.1473,expansion
2025-07-13,289.1,42.16,18.45,1.1479,expansion
2025-07-14,311.0,42.55,18.7,1.1486,expansion
2025-07-15,326.2,42.32,18.54,1.1492,expansion
2025-07-16,382.0,43.74,18.83,1.1499,expansion
2025-07-17,390.6,42.83,18.49,1.1505,expansion
2025-07-18,393.3,42.65,18.56,1.1512,expansion
2025-07-19,325.0,42.83,18.6,1.1519,expansion
2025-07-20,282.7,42.75,18.24,1.1525,expansion
2025-07-21,351.2,43.46,18.26,1.1532,expansion
2025-07-22,357.4,42.36,18.54,1.1538,expansion
2025-07-23,413.0,42.29,18.35,1.1545,expansion
2025-07-24,381.1,42.97,18.09,1.1552,expansion
2025-07-25,373.7,42.56,18.21,1.1558,expansion
2025-07-26,375.7,42.31,18.93,1.1565,expansion
2025-07-27,278.8,41.63,18.06,1.1571,expansion
2025-07-28,335.1,42.52,17.83,1.1578,expansion
2025-07-29,345.7,42.17,18.14,1.1585,expansion
2025-07-30,357.3,42.94,18.46,1.1591,expansion
2025-07-31,380.3,41.76,17.85,1.1598,expansion
2025-08-01,434.3,42.43,17.79,1.1604,expansion
2025-08-02,436.9,42.1,17.68,1.1611,expansion
2025-08-03,277.6,41.69,17.37,1.1618,expansion
2025-08-04,388.6,42.57,17.69,1.1624,expansion
2025-08-05,431.9,42.55,18.0,1.1631,expansion
2025-08-06,438.0,41.53,17.76,1.1637,expansion
2025-08-07,379.0,41.47,17.64,1.1644,expansion
2025-08-08,359.7,40.37,17.07,1.1651,expansion
2025-08-09,338.9,41.78,17.45,1.1657,expansion
2025-08-10,343.9,41.1,17.2,1.1664,expansion
2025-08-11,394.1,41.63,16.71,1.167,expansion
2025-08-12,346.5,40.69,17.33,1.1677,expansion
2025-08-13,406.8,41.06,17.69,1.1684,expansion
2025-08-14,438.9,40.87,17.22,1.169,expansion
2025-08-15,411.7,40.76,17.26,1.1697,expansion
2025-08-16,316.0,40.14,18.06,1.1703,expansion
2025-08-17,361.6,39.89,17.75,1.171,expansion
2025-08-18,331.1,39.52,17.95,1.1716,expansion
2025-08-19,365.6,40.07,18.0,1.1723,expansion
2025-08-20,373.2,39.41,17.83,1.173,expansion
2025-08-21,427.5,39.97,17.65,1.1736,expansion
2025-08-22,380.5,38.63,17.85,1.1743,expansion
2025-08-23,315.4,40.18,18.19,1.1749,expansion
2025-08-24,298.9,39.66,17.88,1.1756,expansion
2025-08-25,274.6,39.33,17.9,1.1763,expansion
2025-08-26,356.8,38.81,17.96,1.1769,expansion
2025-08-27,381.2,38.71,18.23,1.1776,expansion
2025-08-28,364.8,38.81,17.85,1.1782,expansion
2025-08-29,335.9,39.32,18.56,1.1789,expansion
2025-08-30,383.9,39.03,18.4,1.1796,expansion
2025-08-31,374.9,39.1,17.96,1.1802,expansion
2025-09-01,389.1,39.32,18.74,1.1809,expansion
2025-09-02,357.4,39.14,17.74,1.1815,expansion
2025-09-03,391.0,39.23,17.6,1.1822,expansion
2025-09-04,383.0,38.77,18.52,1.1829,expansion
2025-09-05,339.9,38.28,18.14,1.1835,expansion
2025-09-06,307.1,39.54,18.22,1.1842,expansion
2025-09-07,306.4,39.51,18.59,1.1848,expansion
2025-09-08,318.8,38.0,18.79,1.1855,expansion
2025-09-09,337.4,38.8,19.15,1.1862,expansion
2025-09-10,383.1,40.15,18.64,1.1868,expansion
2025-09-11,381.6,39.68,18.28,1.1875,expansion
2025-09-12,437.9,39.64,18.68,1.1881,expansion
2025-09-13,341.1,38.01,18.4,1.1888,expansion
2025-09-14,333.5,39.08,18.32,1.1895,expansion
2025-09-15,304.7,38.97,18.8,1.1901,expansion
2025-09-16,294.6,39.4,18.84,1.1908,expansion
2025-09-17,364.6,39.53,17.87,1.1914,expansion
2025-09-18,367.7,40.22,18.71,1.1921,expansion
2025-09-19,359.7,39.54,18.42,1.1927,expansion
2025-09-20,346.7,39.82,18.49,1.1934,expansion
2025-09-21,267.0,39.58,17.99,1.1941,expansion
2025-09-22,324.9,39.44,17.92,1.1947,expansion
2025-09-23,333.5,40.52,18.05,1.1954,expansion
2025-09-24,370.3,41.03,18.31,1.196,expansion
2025-09-25,336.5,40.6,18.04,1.1967,expansion
2025-09-26,350.8,41.48,17.93,1.1974,expansion
2025-09-27,306.3,40.69,18.26,1.198,expansion
2025-09-28,290.5,41.32,17.69,1.1987,expansion
2025-09-29,263.9,40.15,17.3,1.1993,expansion
2025-09-30,311.6,41.52,17.97,1.2,expansion
2025-10-01,451.4,42.38,17.42,1.2007,expansion
2025-10-02,331.7,41.25,17.79,1.2013,expansion
2025-10-03,363.0,42.0,18.02,1.202,expansion
2025-10-04,308.8,42.09,17.39,1.2026,expansion
2025-10-05,209.1,41.85,17.44,1.2033,expansion
2025-10-06,398.1,42.25,17.16,1.204,expansion
2025-10-07,309.7,42.14,17.52,1.2046,expansion
2025-10-08,308.4,41.98,17.29,1.2053,expansion
2025-10-09,387.6,42.44,16.95,1.2059,expansion
2025-10-10,369.5,42.4,17.41,1.2066,expansion
2025-10-11,279.3,42.69,17.77,1.2073,expansion
2025-10-12,232.9,41.56,17.09,1.2079,expansion
2025-10-13,253.8,42.58,17.54,1.2086,expansion
2025-10-14,329.7,43.4,17.27,1.2092,expansion
2025-10-15,342.0,43.24,16.94,1.2099,expansion
2025-10-16,377.3,43.56,17.93,1.2105,expansion
2025-10-17,310.6,42.94,17.67,1.2112,expansion
2025-10-18,285.0,43.53,17.6,1.2119,expansion
2025-10-19,292.5,43.85,17.37,1.2125,expansion
2025-10-20,255.4,42.78,17.08,1.2132,expansion
2025-10-21,316.9,42.97,17.94,1.2138,expansion
2025-10-22,376.0,44.53,17.51,1.2145,expansion
2025-10-23,337.1,42.74,18.31,1.2152,expansion
2025-10-24,298.6,41.97,17.6,1.2158,expansion
2025-10-25,287.3,43.7,17.76,1.2165,expansion
2025-10-26,224.1,42.92,17.87,1.2171,expansion
2025-10-27,288.0,42.01,17.89,1.2178,expansion
2025-10-28,308.5,42.05,18.15,1.2185,expansion
2025-10-29,295.0,42.81,18.05,1.2191,expansion
2025-10-30,328.4,41.81,18.17,1.2198,expansion
2025-10-31,444.0,42.03,18.0,1.2204,expansion
2025-11-01,386.4,41.58,18.67,1.2211,expansion
2025-11-02,389.2,42.27,18.29,1.2218,expansion
2025-11-03,362.9,42.08,18.21,1.2224,expansion
2025-11-04,392.2,41.06,18.37,1.2231,expansion
2025-11-05,490.8,42.64,18.09,1.2237,expansion
2025-11-06,456.9,41.22,18.28,1.2244,expansion
2025-11-07,407.9,41.37,18.5,1.2251,expansion
2025-11-08,456.4,42.54,18.53,1.2257,expansion
2025-11-09,355.4,41.22,19.0,1.2264,expansion
2025-11-10,359.8,40.9,18.46,1.227,expansion
2025-11-11,412.0,40.74,18.59,1.2277,expansion
2025-11-12,443.8,41.32,18.19,1.2284,expansion
2025-11-13,402.2,40.46,18.84,1.229,expansion
2025-11-14,378.7,39.59,18.38,1.2297,expansion
2025-11-15,349.9,39.81,19.03,1.2303,expansion
2025-11-16,367.4,40.02,17.89,1.231,expansion
2025-11-17,403.0,40.13,18.81,1.2316,expansion
2025-11-18,407.7,39.27,18.29,1.2323,expansion
2025-11-19,414.7,40.04,18.25,1.233,expansion
2025-11-20,282.3,39.6,17.94,1.2336,expansion
2025-11-21,278.7,39.19,18.42,1.2343,expansion
2025-11-22,217.7,39.49,18.55,1.2349,expansion
2025-11-23,286.5,40.52,17.74,1.2356,expansion
2025-11-24,276.5,39.26,18.16,1.2363,expansion
2025-11-25,286.2,39.29,17.82,1.2369,expansion
2025-11-26,240.6,39.74,18.07,1.2376,expansion
2025-11-27,299.2,39.13,18.02,1.2382,expansion
2025-11-28,235.9,39.42,17.51,1.2389,expansion
2025-11-29,284.5,39.35,17.27,1.2396,expansion
2025-11-30,183.3,38.42,17.72,1.2402,expansion
2025-12-01,217.1,39.35,17.96,1.2409,expansion
2025-12-02,267.7,38.71,17.33,1.2415,expansion
2025-12-03,243.4,38.84,17.63,1.2422,expansion
2025-12-04,219.5,39.02,17.79,1.2429,expansion
2025-12-05,235.3,38.46,17.38,1.2435,expansion
2025-12-06,271.1,39.47,17.19,1.2442,expansion
2025-12-07,217.8,39.54,17.41,1.2448,expansion
2025-12-08,237.3,40.33,17.74,1.2455,expansion
2025-12-09,261.2,38.95,17.48,1.2462,expansion
2025-12-10,278.3,39.1,17.87,1.2468,expansion
2025-12-11,348.4,40.23,17.1,1.2475,expansion
2025-12-12,277.2,38.54,18.2,1.2481,expansion
2025-12-13,235.6,39.2,17.59,1.2488,expansion
2025-12-14,232.7,40.39,17.29,1.2495,expansion
2025-12-15,258.8,39.29,17.94,1.2501,expansion
2025-12-16,267.7,41.06,17.41,1.2508,expansion
2025-12-17,246.6,39.7,17.37,1.2514,expansion
2025-12-18,286.3,39.5,17.46,1.2521,expansion
2025-12-19,255.7,40.21,16.87,1.2527,expansion
2025-12-20,212.8,40.33,17.9,1.2534,expansion
2025-12-21,244.1,40.19,17.67,1.2541,expansion
2025-12-22,257.1,40.35,17.64,1.2547,expansion
2025-12-23,231.4,40.81,17.5,1.2554,expansion
2025-12-24,264.8,40.64,18.32,1.256,expansion
2025-12-25,261.1,40.52,17.9,1.2567,expansion
2025-12-26,266.5,41.18,17.85,1.2574,expansion
2025-12-27,236.5,41.26,18.27,1.258,expansion
2025-12-28,189.0,40.64,17.91,1.2587,expansion
2025-12-29,243.3,41.77,17.97,1.2593,expansion
2025-12-30,250.2,41.69,18.44,1.26,expansion
